Nombre de la Unidad Económica,Razón social,Descripcion estrato personal ocupado,Tipo de vialidad,Nombre de la vialidad,Número exterior o kilómetro,Tipo de asentamiento humano,Nombre de asentamiento humano,Código Postal,Clave entidad,Entidad federativa,Clave municipio,Municipio,Clave localidad,Localidad,Área geoestadística básica ,Latitud,Longitud,Fecha de incorporación al DENUE
C. NUEVO SUR,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,REVOLUCIÓN,2703,COLONIA,LADRILLERA,64830,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey,445A,25.65089565,-100.2753037,2017-03
C. PABLO LIVAS,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,PABLO LIVAS,1100,COLONIA,GUSTAVO DIAZ ORDAZ,67197,19,NUEVO LEÓN   ,26,Guadalupe,1,Guadalupe,1599,25.66346894,-100.2042301,2010-07
C. PASEO LA FE,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,Carretera Miguel Alemán,200,COLONIA,MIGUEL ALEMAN,66470,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,San Nicolás de los Garza,790,25.71829461,-100.2176561,2020-04
C. SENDERO,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,SENDERO NORTE,130,COLONIA,VALLE DEL CANADA,66059,19,NUEVO LEÓN   ,21,General Escobedo,1,Ciudad General Escobedo,325,25.76679121,-100.3023096,2010-07
C. SENDERO APODACA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,LA CONCORDIA,800,COLONIA,LOS EBANOS,66612,19,NUEVO LEÓN   ,6,Apodaca,1,Ciudad Apodaca,2255,25.78389956,-100.2353501,2010-07
C. SENDERO LA FE MTY,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,CALLE,MIGUEL ALEMAN KILÓMETRO 18,789,COLONIA,PARQUE INDUSTRIAL APODACA,66633,19,NUEVO LEÓN   ,6,Apodaca,1,Ciudad Apodaca,969,25.76412074,-100.1927047,2016-01
C. SENDERO LINCOLN,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,ABRAHAM LINCOLN,4001,COLONIA,PUERTA DE HIERRO,64346,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey,5265,25.76402972,-100.4088634,2010-07
C. VALLE SOLEADO,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,PROLONGACION,ADOLFO RUIZ CORTINES,450,COLONIA,VALLE SOLEADO,67114,19,NUEVO LEÓN   ,26,Guadalupe,1,Guadalupe,278A,25.70543433,-100.1613793,2011-03
C. VIP ESFERA MONTERREY,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,CARRETERA,Nacional,0,COLONIA,LA RIOJA PRIVADA RESIDENCIAL 2A ETAPA,64985,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey,2985,25.57664026,-100.2454461,2020-04
C. VIP GALERIAS MONTERREY,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,Insurgentes,2500,COLONIA,VISTA HERMOSA,64620,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey,1629,25.6827102,-100.3547935,2020-04
C. VIP GALERIAS VALLE ORIENTE,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,Paseo Naranjo,1000,COLONIA,VALLE DEL MIRADOR,64750,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey,2468,25.63853952,-100.3132692,2020-04
C. VIP NUEVO SUR,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,revolucion,2703,COLONIA,LA LADRILLERA,64830,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey,445A,25.65323935,-100.2765774,2020-04
C. VIP PASEO LA FE,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,LAS TORRES,200,COLONIA,MIGUEL ALEMAN,66470,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,San Nicolás de los Garza,790,25.71962533,-100.2209951,2020-04
C. VIP VASCONCELOS,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,José Vasconcelos,755,COLONIA,DEL VALLE,66220,19,NUEVO LEÓN   ,19,San Pedro Garza García,1,San Pedro Garza García,492,25.65746779,-100.390074,2016-01
CINE ARACELY,,6 a 10 personas,CALLE,ISAAC GARZA,840,COLONIA,CENTRO DE MONTERREY,64000,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey,1493,25.6813122,-100.3210578,2010-07
CINE CHAPLIN,SINDICATO DE TRABAJADORES DE LA INDUSTRIA CINEMATOGRAFICA SIMILARES Y CONEXOS DE LA REPUBLICA MEXICANA AC,0 a 5 personas,CALLE,HEROES DEL 47,,COLONIA,CENTRO,64000,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey,1563,25.68112294,-100.2990955,2010-07
CINE COMETA,,0 a 5 personas,AVENIDA,FELIX URESTI GOMEZ,,COLONIA,MODERNA,64550,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey,993,25.69546459,-100.2952724,2010-07
CINE MAGIC,COMPONENTES DIGITALES PARA CINES SA DE CV,11 a 30 personas,AVENIDA,LA CONCORDIA,801,COLONIA,MISIÓN SAN JOSÉ,66612,19,NUEVO LEÓN   ,6,Apodaca,1,Ciudad Apodaca,1789,25.78427685,-100.2362858,2019-11
CINE MAGIC,COMPONENTES DIGITALES PARA CINES SA DE CV,11 a 30 personas,CARRETERA,URANIO,2301,COLONIA,29 DE JULIO,67205,19,NUEVO LEÓN   ,26,Guadalupe,1,Guadalupe,2154,25.66353342,-100.1501547,2019-11
CINE MAGIC,COMPONENTES DIGITALES PARA CINES SA DE CV,11 a 30 personas,CARRETERA,URANIO,2301,COLONIA,29 DE JULIO,67205,19,NUEVO LEÓN   ,26,Guadalupe,1,Guadalupe,2154,25.66354009,-100.1501525,2019-11
CINEMAS RALY,,11 a 30 personas,AVENIDA,CRISTOBAL COLON,2901,COLONIA,FRANCISCO I MADERO,64550,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey,1385,25.68385162,-100.2861678,2010-07
CINEMAX,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,RÓMULO GARZA,100,COLONIA,LA FE,67100,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,San Nicolás de los Garza,790,25.72428388,-100.2184406,2010-07
CINEMEX,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,GONZALITOS ESQ PABLO GONZALEZ,315,COLONIA,JARDINES DEL CERRO,64050,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey,1633,25.68041456,-100.3518156,2010-07
CINEMEX,CINEMEX ,31 a 50 personas,CARRETERA,NACIONAL,500,COLONIA,VALLE ALTO,64989,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey,3023,25.5768778,-100.2473117,2020-11
CINEMEX,CINEMEX ,31 a 50 personas,AVENIDA,LICENCIADO BENITO JUAREZ,1102,COLONIA,CENTRO,64000,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey,1686,25.66576644,-100.3159807,2020-11
CINEMEX,OPERADORA DE CINEMAS SA DE CV,31 a 50 personas,AVENIDA,LICENCIADO ARTURO B. DE LA GARZA,1800,FRACCIONAMIENTO,PASEO DEL PRADO,67250,19,NUEVO LEÓN   ,31,Juárez,1,Ciudad Benito Juárez,1048,25.65240718,-100.1114287,2020-11
CINEMEX,CINEMEX ,31 a 50 personas,AVENIDA,SENDERO NORTE,1001,PRIVADA,CERRADAS DE ANAHUAC,66059,19,NUEVO LEÓN   ,21,General Escobedo,1,Ciudad General Escobedo,1408,25.77023958,-100.2731061,2020-11
CINEMEX CENTRALIA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,VICENTE,2500,COLONIA,VICTORIA,64520,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey,989,25.70219846,-100.3098344,2010-07
CINEMEX CENTRIKA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,VICENTE GUERRERO,2500,FRACCION,NTE CENTRIKA 2DO. SECTOR,64660,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey,989,25.70303716,-100.3097207,2017-11
CINEMEX CONTRY,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,ELOY CAVAZOS,2003,COLONIA,BOSQUES DE LA PASTORA,67176,19,NUEVO LEÓN   ,26,Guadalupe,1,Guadalupe,2169,25.66210731,-100.2513645,2010-07
CINEMEX CUMBRE,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,HACIENDA DE PEÑUELAS,6773,COLONIA,PEDREGAL DE CUMBRES,64619,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey,4248,25.73337307,-100.3975769,2017-11
CINEMEX ESCOBEDO,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,COMPOSTELA,201,COLONIA,ESCOBEDO,66059,19,NUEVO LEÓN   ,21,General Escobedo,1,Ciudad General Escobedo,823,25.78749849,-100.3198838,2014-12
CINEMEX FIESTA ANAHUAC,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,MANUEL L. BARRAGÁN,236,COLONIA,ANAHUAC,66457,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,San Nicolás de los Garza,049A,25.74344125,-100.3122168,2014-12
CINEMEX GALERÍAS TEC,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,EUGENIO GARZA SADA,2719,COLONIA,TECNOLOGICO,64700,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey,2006,25.65384543,-100.2940856,2019-11
CINEMEX HUMBERTO LOBO,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,HUMBERTO LOBO,540,COLONIA,DEL VALLE,66228,19,NUEVO LEÓN   ,19,San Pedro Garza García,1,San Pedro Garza García,488,25.66535187,-100.3811033,2014-12
CINEMEX LA SILLA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,EUGENIO GARZA SADA,3755,COLONIA,COUNTRY,64860,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey,2010,25.65792535,-100.2962109,2010-07
CINEMEX LAS AMERICAS,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,RÓMULO GARZA,120,COLONIA,HDA. LOS MORALES,66476,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,San Nicolás de los Garza,1619,25.71570169,-100.2506298,2014-12
CINEMEX LAS PLAZAS OUTLET,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,PROLONGACION,MANUEL L. BARRAGÁN,220,COLONIA,EXHACIENDA EL CANADA,66058,19,NUEVO LEÓN   ,21,General Escobedo,1,Ciudad General Escobedo,325,25.77515048,-100.3039776,2016-01
CINEMEX LEONES,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,PASEOS DE LOS LEONES,1501,COLONIA,CUMBRES,64400,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey,114A,25.69950943,-100.361443,2010-07
CINEMEX LINCOLN,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,ABRAHAM LINCOLN,8000,COLONIA,CHAPULTEPEC SUR,64320,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey,4498,25.75915672,-100.4011628,2016-01
CINEMEX LINDAVISTA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,MIGUEL ALEMÁN,0,COLONIA,LINDA VISTA,64260,19,NUEVO LEÓN   ,26,Guadalupe,1,Guadalupe,132A,25.69173178,-100.2470418,2010-07
CINEMEX PASEO TEC II,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,EUGENIO GARZA SADA,2408,COLONIA,ROMA,64700,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey,2006,25.65398212,-100.2941716,2016-10
CINEMEX PASEOS SAN PEDRO,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,JOSE VASCONCELOS,402,COLONIA,ZONA LA ALIANZA,66220,19,NUEVO LEÓN   ,19,San Pedro Garza García,1,San Pedro Garza García,242,25.65251456,-100.3590557,2010-07
CINEMEX PUEBLO SERENA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AUTOPISTA,NACIONAL,5000,COLONIA,VALLE ALTO,64989,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey,3023,25.57697646,-100.2474318,2019-11
CINEMEX REVOLUCION,OPERADORA DE CINEMAS SA DE CV,31 a 50 personas,AVENIDA,REVOLUCIÓN,401,COLONIA,LADRILLERA,64830,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey,445A,25.65524233,-100.2786099,2010-07
CINEMEX SALINAS VICTORIA NUEVO LEON,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AUTOPISTA,LOS NOGALES,0,OTRO (ESPECIFIQUE),BOSQUE DE LOS NOGALES,65515,19,NUEVO LEÓN   ,45,Salinas Victoria,559,Bosques de los Nogales,051A,25.89150956,-100.2604226,2019-11
CINEMEX SAN AGUSTIN,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,BATALLÓN SAN PATRICIO,1000,COLONIA,REAL DE SAN AGUSTIN,66278,19,NUEVO LEÓN   ,19,San Pedro Garza García,1,San Pedro Garza García,399,25.64806347,-100.3379738,2016-01
CINEMEX SANTA CATARINA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AUTOPISTA,MONTERREY-SALTILLO,1050,COLONIA,SANTA CATARINA,64460,19,NUEVO LEÓN   ,48,Santa Catarina,1,Ciudad Santa Catarina,865,25.67761733,-100.4476382,2014-12
CINEMEX SANTO DOMINGO,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,SANTO DOMINGO,705,COLONIA,JARDIN DE SAN NICOLAS,66410,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,San Nicolás de los Garza,894,25.75515715,-100.2812268,2010-07
CINEMEX SUN MALL,OPERADORA DE CINEMAS SA DE CV,31 a 50 personas,AVENIDA,PABLO LIVAS,7602,COLONIA,3 CAMINOS,,19,NUEVO LEÓN   ,26,Guadalupe,1,Guadalupe,1635,25.65696161,-100.1856695,2021-05
CINEPOLIS,CINEPOLIS ,31 a 50 personas,AVENIDA,HEBERTO CASTILLO MARTINEZ,,COLONIA,PRIVADAS LAS VILLAS,66004,19,NUEVO LEÓN   ,18,García,1,García,423,25.78978704,-100.5819052,2020-11
CINEPOLIS,CINEPOLIS SA DE CV,31 a 50 personas,AVENIDA,LICENCIADO RAUL SALINAS LOZANO,555,COLONIA,CORTIJO LOS AYALA,66072,19,NUEVO LEÓN   ,21,General Escobedo,1,Ciudad General Escobedo,097A,25.79255041,-100.3291125,2020-11
CINEPOLIS,CINEPOLIS ,51 a 100 personas,AVENIDA,REVOLUCION,2703,COLONIA,LADRILLERA,64830,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey,445A,25.65274999,-100.2766769,2019-11
CINEPOLIS ELOY CAVAZOS,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,ELOY CAVAZOS,3301,COLONIA,CAMINO REAL,,19,NUEVO LEÓN   ,26,Guadalupe,1,Guadalupe,1993,25.65936616,-100.2275744,2020-11
CINEPOLIS MC CITADINA ESCOBEDO,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,AVENIDA,RAUL SALINAS LOZANO,555,COLONIA,HACIENDA DEL TODO UNO,,19,NUEVO LEÓN   ,21,General Escobedo,1,Ciudad General Escobedo,097A,25.79255041,-100.3291124,2020-11
CINEPOLIS VIP PUNTO VALLE,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,CALLE,RIO MISSURE,555,COLONIA,DEL VALLE,,19,NUEVO LEÓN   ,19,San Pedro Garza García,1,San Pedro Garza García,005A,25.66589732,-100.3801209,2020-11
CINEPOLIS VIP PUNTO VALLE,CINEPOLIS SA DE CV,31 a 50 personas,CALLE,RIO MISSOURI,555,COLONIA,DEL VALLE,66220,19,NUEVO LEÓN   ,19,San Pedro Garza García,1,San Pedro Garza García,98,25.65844652,-100.3541746,2020-11
CINÉPOLIS VIP PUNTO VALLE,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,CALLE,RÍO MISSOURI,555,COLONIA,DEL VALLE,,19,NUEVO LEÓN   ,19,San Pedro Garza García,1,San Pedro Garza García,98,25.65851764,-100.3544116,2020-11
FULL DRAW ARCHERY COACHING,,0 a 5 personas,AVENIDA,LAZARO CARDENAS,1111,COLONIA,VALLE DE LAS BRISAS,64790,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey,2307,25.61706427,-100.2782815,2019-11
M. LOS ÁNGELES,CINEPOLIS DE MEXICO SA DE CV,11 a 30 personas,AVENIDA,ROMULO GARZA,400,COLONIA,FIDEL VELAZQUEZ,66496,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,San Nicolás de los Garza,362,25.71139165,-100.2623792,2010-07
MM CINEMAS,CINEMEX WTC SA DE CV,31 a 50 personas,AVENIDA,PABLO LIVAS,7701,COLONIA,TRES CAMINOS,67190,19,NUEVO LEÓN   ,26,Guadalupe,1,Guadalupe,1635,25.65637331,-100.1841527,2020-11
MMC MACROPLAZA MONTERREY,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CALLE,MARIANO ESCOBEDO,515,COLONIA,MONTERREY CENTRO,64000,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey,1690,25.67017026,-100.3114225,2014-12
MMCINEMAS,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,LA CONCORDIA,5000,COLONIA,MEZQUITAL,66630,19,NUEVO LEÓN   ,6,Apodaca,1,Ciudad Apodaca,2240,25.78412901,-100.2275146,2010-07
PLATINO CINEMEX,SIN NOMBRE ,0 a 5 personas,AVENIDA,ALFONSO REYES,,COLONIA,VIA CORDILLERA,66196,19,NUEVO LEÓN   ,48,Santa Catarina,1,Ciudad Santa Catarina,333,25.65788165,-100.4404775,2020-11
RIÓ CINEMAS CUAUHTEMOC,EXHIBIDORA DEL BRAVO SA DE CV,11 a 30 personas,CALLE,WASHINGTON PONIENTE,505,COLONIA,CENTRO,64000,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey,153A,25.67499038,-100.3187813,2010-07
RIO CINEMAS PLAZA,EXHIBIDORA DEL BRAVO SA DE CV,11 a 30 personas,CALLE,GUADALAJARA,1100,COLONIA,CENTRO,64020,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey,1455,25.68715783,-100.3468836,2010-07
RIÓ CINEMAS RIÓ 70,EXHIBIDORA DEL BRAVO SA DE CV,11 a 30 personas,CALLE,SERAFÍN PEÑA,1051,COLONIA,CENTRO,64000,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey,1737,25.66778435,-100.3261815,2010-07
VENTA DE PELICULAS PARA CD SIN NOMBRE,,0 a 5 personas,AVENIDA,AZTLAN,,COLONIA,SAN BERNABE (F-51),64109,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey,4017,25.75791151,-100.3883396,2014-12
AEROSPACE,EXPERIENCE MOBILE MEDIA SA DE CV,11 a 30 personas,CALLE,CAMINO AL TARASTRO,,BARRIO,LA TRINIDAD,68270,20,OAXACA,553,Tlalixtac de Cabrera,1,Tlalixtac de Cabrera,210,17.05053125,-96.64821807,2019-11
C. OAXACA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,Jorge L. Tamayo Castellanos,0,COLONIA,CANDIANI,68130,20,OAXACA,67,Oaxaca de Juárez,1,Oaxaca de Juárez,1170,17.04414373,-96.71557585,2010-07
CINE TRANSFORMER S.A DE C.V,CINE TRANSFORMER SA DE CV,0 a 5 personas,CALLE,CAMINO AL TARASTRO,0,BARRIO,LA TRINIDAD,68270,20,OAXACA,553,Tlalixtac de Cabrera,1,Tlalixtac de Cabrera,210,17.05052265,-96.64822164,2020-11
CINEMA VENUS,CINEMA VENUS SA DE CV,6 a 10 personas,CALLE,BUSTAMANTE,718,COLONIA,CENTRO,68000,20,OAXACA,67,Oaxaca de Juárez,1,Oaxaca de Juárez,101A,17.0539346,-96.72627113,2010-07
CINEMAS HENRY,CINEMAS DE TAMPICO SA DE CV,11 a 30 personas,CARRETERA,PANAMERICANA KM 819500,0,SECCION,PRIMERA,,20,OAXACA,43,Heroica Ciudad de Juchitán de Zaragoza,1,Heroica Ciudad de Juchitán de Zaragoza,325,16.4435805,-95.02765635,2010-07
CINEMAS HENRY,CINEMAS HENRY SA DE CV,0 a 5 personas,BOULEVARD,MANUEL ÁVILA CAMACHO,477,COLONIA,MARÍA LUISA,,20,OAXACA,184,San Juan Bautista Tuxtepec,1,San Juan Bautista Tuxtepec,253,18.09005428,-96.12669742,2010-07
CINEMEX MACROPLAZA OAXACA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AUTOPISTA,INTERNACIONAL,2002,COLONIA,SANTA LUCIA DEL CAMINO,71228,20,OAXACA,390,Santa Lucía del Camino,1,Santa Lucía del Camino,011A,17.06861823,-96.69444493,2019-11
CINEMEX OAXACA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,AVENIDA,UNIVERSIDAD,139,COLONIA,EX. HACIENDA DE CANDIANI,68130,20,OAXACA,67,Oaxaca de Juárez,1,Oaxaca de Juárez,1170,17.03991554,-96.71181433,2010-07
CINEMEX PLAZA BELLA OAXACA,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CALLE,CARRETERA A ATZOMPA,1462,COLONIA,AGENCIA DE MONTOYA,68036,20,OAXACA,67,Oaxaca de Juárez,1,Oaxaca de Juárez,2338,17.07430518,-96.75691986,2014-12
CINEMEX SALINA CRUZ,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,CARRETERA,FEDERAL KM 10 ,0,COLONIA,GRANADILLO,70760,20,OAXACA,79,Salina Cruz,8,Colonia Granadillo,116,16.23069441,-95.21114958,2019-11
CINEMEX TULTEPEC,OPERADORA DE CINEMAS SA DE CV,11 a 30 personas,BOULEVARD,BENITO JUAREZ,975,COLONIA,LOS ANGELES TUXTEPEC,68310,20,OAXACA,184,San Juan Bautista Tuxtepec,1,San Juan Bautista Tuxtepec,18,18.08899713,-96.13128646,2014-12
CINÉPOLIS MC PUERTA HUATULCO,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,BOULEVARD,CHAHUE,0,COLONIA,SECTOR R,70989,20,OAXACA,413,Santa María Huatulco,78,Crucecita,188,15.7625044,-96.12989354,2019-04
OAXACA CINE,LULA CINE AC,11 a 30 personas,CALLE,REFORMA,501,COLONIA,CENTRO,68000,20,OAXACA,67,Oaxaca de Juárez,1,Oaxaca de Juárez,897,17.06547383,-96.72184236,2014-12
AUTOCINEMA,PROYECCIONES NOMADA SA DE CV,11 a 30 personas,CALLE,5 SUR,102,COLONIA,BARRIO SANTA MARIA CUACO,72810,21,PUEBLA,119,San Andrés Cholula,1,San Andrés Cholula,194,19.05200298,-98.30282536,2019-11
C. ANGELÓPOLIS,CINEPOLIS DE MEXICO SA DE CV,101 a 250 personas,BOULEVARD,DEL NIÑO POBLANO,2510,COLONIA,CONCEPCIÓN LA CRUZ,72450,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,524A,19.03037054,-98.23069945,2010-07
C. BOULEVARD,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,BOULEVARD,HÉROES DEL 5 DE MAYO,907,COLONIA,CENTRO,72000,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,3760,19.03890814,-98.19619958,2010-07
C. CENTRO SUR PUEBLA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,AVENIDA,11 SUR,11904,COLONIA,UNIDAD AGUA SANTA,72490,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,4171,18.9875226,-98.24825668,2010-07
C. CRUZ DEL SUR,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,BOULEVARD,FORJADORES DE PUEBLA,1009,COLONIA,BELLO HORIZONTE,72700,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,346A,19.07231185,-98.25631263,2010-07
C. CRYSTAL PUEBLA,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,BOULEVARD,CARLOS CAMACHO ESPÍRITU,115,COLONIA,LAS PAMAS,72550,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,732,19.02211786,-98.21239231,2010-07
C. GALERÍAS SERDÁN,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,BOULEVARD,HERMANOS SERDÁN,270,COLONIA,RANCHO POSADAS,72062,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,4218,19.07058745,-98.2259121,2016-01
C. MC SAN JERÓNIMO,CINEPOLIS DE MEXICO SA DE CV,11 a 30 personas,CALLE,CAMINO REAL A SAN JERÓNIMO,1839,COLONIA,DEL VALLE,72100,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,5235,19.09841677,-98.22072508,2016-10
C. NORIA,CINEPOLIS DE MEXICO SA DE CV,31 a 50 personas,CALLE,45 PONIENTE,1937,COLONIA,EX HACIENDA LA NORIA,72410,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,2461,19.03559842,-98.22319285,2010-07
C. PARQUE PUEBLA ZARAGOZA,CINEPOLIS DE MEXICO SA DE CV,51 a 100 personas,CALZADA,IGNACIO ZARAGOZA,410,CIUDAD INDUSTRIAL,LA CIENEGA,72220,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,3440,19.07077307,-98.17394191,2019-04
